strain	sex	animal_id	age	grip_strength_g
SWR/J	f	SC-4820	24	79.7
SWR/J	f	00068B2BFE	24	88.3
SWR/J	m	00068B1107	24	48
SWR/J	m	SC-6646	24	80.3
SWR/J	m	00068B19A7	24	81.7
SWR/J	m	SC-6645	24	84.7
SWR/J	m	SC-6647	24	87.3
SWR/J	m	00068B1CA4	24	96.7
SWR/J	m	00068B08FC	24	104
WSB/EiJ	f	00069a3118	24	57.7
WSB/EiJ	f	00069a1a9c	24	69
WSB/EiJ	f	00069a155e	24	78.7
WSB/EiJ	f	00069a2c95	24	95.7
WSB/EiJ	f	00069a16f6	24	96
WSB/EiJ	f	00069a2ddd	24	101
WSB/EiJ	f	000699ffc5	24	104
WSB/EiJ	m	00069a2e55	24	87
WSB/EiJ	m	00069a2656	24	90.3
WSB/EiJ	m	00069a2bdf	24	92.3
WSB/EiJ	m	00069a09eb	24	100
WSB/EiJ	m	00069a18d6	24	101
WSB/EiJ	m	00069a2bc5	24	104
